epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,10979,1.45717,0.94257,1.22327,0.70735,0.71085,0.76121,0.45316,1.53688,0.89143,1.26955,0.0082081,0.0082081,0.0082081
183,11039.4,1.44383,0.93019,1.21975,0.70884,0.70926,0.76203,0.45381,1.53673,0.89137,1.26949,0.0081982,0.0081982,0.0081982
184,11099.6,1.45056,0.9381,1.22145,0.70788,0.71126,0.7614,0.45387,1.53671,0.89086,1.26944,0.0081883,0.0081883,0.0081883
185,11160.1,1.44647,0.92841,1.22372,0.7082,0.71105,0.7617,0.45366,1.53683,0.8905,1.26949,0.0081784,0.0081784,0.0081784
186,11220.1,1.44957,0.93182,1.21836,0.70836,0.71158,0.76239,0.45414,1.53669,0.8904,1.26947,0.0081685,0.0081685,0.0081685
187,11280.5,1.44253,0.93106,1.22117,0.70995,0.70908,0.76224,0.45412,1.53654,0.89016,1.2695,0.0081586,0.0081586,0.0081586
188,11340.6,1.45128,0.93575,1.21701,0.71028,0.7102,0.76285,0.45388,1.5369,0.89009,1.26954,0.0081487,0.0081487,0.0081487
189,11400.9,1.44148,0.92782,1.21977,0.7076,0.7117,0.7625,0.45368,1.53707,0.89,1.26957,0.0081388,0.0081388,0.0081388
190,11461.3,1.43765,0.92723,1.21625,0.70866,0.71102,0.7629,0.45348,1.53683,0.89044,1.26942,0.0081289,0.0081289,0.0081289
191,11521.7,1.44901,0.9302,1.21907,0.70747,0.71232,0.76316,0.45375,1.53721,0.89003,1.26957,0.008119,0.008119,0.008119
192,11582.4,1.44187,0.92637,1.21759,0.70831,0.71278,0.7626,0.45356,1.53732,0.88972,1.26969,0.0081091,0.0081091,0.0081091
193,11643.2,1.4423,0.93288,1.21799,0.70966,0.71268,0.76344,0.45366,1.53747,0.8895,1.2697,0.0080992,0.0080992,0.0080992
194,11703.4,1.45109,0.9364,1.22019,0.70032,0.71996,0.76381,0.45367,1.5377,0.8899,1.26979,0.0080893,0.0080893,0.0080893
195,11763.8,1.44303,0.92106,1.21971,0.71225,0.71103,0.76336,0.45321,1.53759,0.88981,1.26973,0.0080794,0.0080794,0.0080794
196,11824.3,1.44273,0.92802,1.21546,0.71019,0.712,0.76279,0.45292,1.53758,0.88985,1.26963,0.0080695,0.0080695,0.0080695
197,11884.4,1.44494,0.92555,1.21608,0.70588,0.71499,0.76276,0.45294,1.53782,0.88959,1.26963,0.0080596,0.0080596,0.0080596
198,11944.4,1.43673,0.92199,1.21443,0.70283,0.72073,0.76292,0.45249,1.53784,0.88969,1.26945,0.0080497,0.0080497,0.0080497
199,12004.6,1.44839,0.9306,1.22092,0.70343,0.72006,0.76325,0.4532,1.53792,0.88926,1.26949,0.0080398,0.0080398,0.0080398
200,12064.7,1.44073,0.92467,1.21919,0.70323,0.72107,0.76309,0.45314,1.53821,0.88945,1.26963,0.0080299,0.0080299,0.0080299
201,12124.8,1.44517,0.92654,1.21766,0.70243,0.72292,0.76336,0.45299,1.53762,0.8888,1.26949,0.00802,0.00802,0.00802
202,12184.9,1.45093,0.92347,1.21817,0.70206,0.72343,0.76291,0.45297,1.53787,0.889,1.2696,0.0080101,0.0080101,0.0080101
203,12245.1,1.44731,0.93116,1.22201,0.70195,0.72404,0.76263,0.45278,1.53803,0.88846,1.26974,0.0080002,0.0080002,0.0080002
204,12305.5,1.4367,0.92136,1.21848,0.69882,0.72597,0.76368,0.4528,1.53806,0.88842,1.26963,0.0079903,0.0079903,0.0079903
205,12365.4,1.43916,0.9255,1.21459,0.69933,0.72581,0.76388,0.45273,1.53795,0.8883,1.26947,0.0079804,0.0079804,0.0079804
206,12425.6,1.44546,0.92571,1.21743,0.7008,0.72403,0.76388,0.45259,1.5381,0.88832,1.26962,0.0079705,0.0079705,0.0079705
207,12486.3,1.44178,0.92486,1.21348,0.7016,0.72299,0.76386,0.45271,1.5379,0.88806,1.26942,0.0079606,0.0079606,0.0079606
208,12546.1,1.43771,0.91944,1.2161,0.70224,0.72258,0.76336,0.45247,1.53781,0.88787,1.26947,0.0079507,0.0079507,0.0079507
209,12606.2,1.44063,0.9319,1.21952,0.7016,0.72244,0.76306,0.45238,1.53765,0.88776,1.26941,0.0079408,0.0079408,0.0079408
210,12667,1.43696,0.91566,1.2153,0.70252,0.72232,0.76347,0.4525,1.5379,0.88802,1.26971,0.0079309,0.0079309,0.0079309
211,12727.5,1.43632,0.92192,1.21698,0.70481,0.71997,0.76371,0.45291,1.5375,0.88786,1.2694,0.007921,0.007921,0.007921
212,12787.6,1.43725,0.91821,1.21821,0.70167,0.7228,0.76386,0.45292,1.53762,0.88813,1.26947,0.0079111,0.0079111,0.0079111
213,12848.2,1.44035,0.91938,1.21647,0.70498,0.72259,0.76353,0.45244,1.53761,0.88816,1.2694,0.0079012,0.0079012,0.0079012
214,12908.1,1.43492,0.92637,1.21393,0.70378,0.72407,0.76393,0.45278,1.53768,0.88784,1.26935,0.0078913,0.0078913,0.0078913
215,12968,1.441,0.91357,1.21064,0.70119,0.72429,0.7628,0.45223,1.53764,0.88762,1.2691,0.0078814,0.0078814,0.0078814
216,13029.3,1.43842,0.92569,1.21398,0.70123,0.72504,0.76222,0.45148,1.5379,0.88798,1.26918,0.0078715,0.0078715,0.0078715
217,13089.8,1.43251,0.91755,1.21476,0.70206,0.72889,0.76181,0.45138,1.53782,0.88776,1.26918,0.0078616,0.0078616,0.0078616
218,13149.8,1.43438,0.92443,1.21224,0.70218,0.72924,0.76166,0.45157,1.53801,0.8878,1.26916,0.0078517,0.0078517,0.0078517
219,13209.9,1.4389,0.92033,1.21328,0.69902,0.72927,0.76125,0.45208,1.53828,0.88768,1.26918,0.0078418,0.0078418,0.0078418
220,13270.3,1.43888,0.91761,1.21328,0.69803,0.73285,0.76141,0.45169,1.53812,0.88768,1.26912,0.0078319,0.0078319,0.0078319
221,13330.8,1.429,0.92075,1.21073,0.69804,0.73136,0.76114,0.45223,1.53835,0.88785,1.26915,0.007822,0.007822,0.007822
222,13390.7,1.43462,0.91271,1.21172,0.69704,0.7336,0.76139,0.45198,1.53844,0.88771,1.26905,0.0078121,0.0078121,0.0078121
223,13450.7,1.43589,0.91909,1.21079,0.697,0.73393,0.7622,0.4527,1.5386,0.88783,1.26908,0.0078022,0.0078022,0.0078022
224,13511.3,1.42657,0.91237,1.20585,0.6953,0.73449,0.76186,0.45228,1.53865,0.88783,1.269,0.0077923,0.0077923,0.0077923
225,13571.3,1.43897,0.91679,1.21305,0.69926,0.73003,0.76159,0.45204,1.53873,0.88812,1.26901,0.0077824,0.0077824,0.0077824
226,13631.4,1.43997,0.92188,1.21402,0.69965,0.72961,0.76158,0.45217,1.53865,0.88794,1.26907,0.0077725,0.0077725,0.0077725
227,13692,1.43631,0.91528,1.21557,0.7009,0.72715,0.76143,0.45214,1.53868,0.88814,1.269,0.0077626,0.0077626,0.0077626
228,13751.8,1.4281,0.9136,1.20892,0.69743,0.73147,0.76162,0.45245,1.53843,0.88797,1.2689,0.0077527,0.0077527,0.0077527
229,13812.3,1.43192,0.91202,1.21393,0.69849,0.72934,0.76134,0.45235,1.53853,0.88782,1.26902,0.0077428,0.0077428,0.0077428
230,13872.5,1.4284,0.90958,1.21087,0.69751,0.72856,0.7616,0.45254,1.53865,0.88757,1.26907,0.0077329,0.0077329,0.0077329
231,13932.7,1.43207,0.91021,1.21023,0.69868,0.7286,0.76142,0.45258,1.53879,0.8878,1.26898,0.007723,0.007723,0.007723
232,13992.9,1.4422,0.91625,1.21324,0.69779,0.72893,0.76163,0.45334,1.53885,0.88761,1.26903,0.0077131,0.0077131,0.0077131
233,14053.3,1.42744,0.90859,1.20822,0.69926,0.72668,0.76146,0.45394,1.53891,0.88784,1.26901,0.0077032,0.0077032,0.0077032
234,14113.5,1.43752,0.91301,1.2108,0.70191,0.72546,0.7614,0.45393,1.53891,0.88781,1.26896,0.0076933,0.0076933,0.0076933
235,14173.9,1.42908,0.90982,1.2075,0.70264,0.72418,0.76149,0.45386,1.53872,0.88745,1.2687,0.0076834,0.0076834,0.0076834
236,14234.7,1.433,0.91241,1.21062,0.70311,0.72392,0.76142,0.45415,1.5386,0.88734,1.26853,0.0076735,0.0076735,0.0076735
237,14294.9,1.42931,0.90981,1.20921,0.70046,0.72747,0.76132,0.45335,1.53849,0.88733,1.26833,0.0076636,0.0076636,0.0076636
238,14355.3,1.42767,0.90447,1.20927,0.70133,0.7267,0.76167,0.45349,1.5381,0.88689,1.26822,0.0076537,0.0076537,0.0076537
239,14416.1,1.43249,0.91871,1.21337,0.70234,0.72745,0.76149,0.45346,1.53819,0.88701,1.26816,0.0076438,0.0076438,0.0076438
240,14476,1.43146,0.91446,1.20961,0.70215,0.72958,0.76154,0.45435,1.53809,0.88701,1.26811,0.0076339,0.0076339,0.0076339
241,14536.6,1.43788,0.90999,1.21366,0.70328,0.72812,0.76117,0.45473,1.53789,0.88702,1.26809,0.007624,0.007624,0.007624
242,14596.8,1.434,0.91169,1.21139,0.7038,0.72806,0.76157,0.45451,1.53778,0.88694,1.2679,0.0076141,0.0076141,0.0076141
243,14656.9,1.42999,0.91232,1.21085,0.70488,0.729,0.76181,0.4544,1.53768,0.88692,1.26784,0.0076042,0.0076042,0.0076042
244,14717.5,1.43176,0.90906,1.21015,0.70403,0.7295,0.76135,0.45399,1.53734,0.88678,1.2677,0.0075943,0.0075943,0.0075943
245,14777.6,1.41891,0.9082,1.20539,0.70563,0.72871,0.7608,0.45346,1.53761,0.88677,1.26758,0.0075844,0.0075844,0.0075844
246,14837.7,1.42828,0.90827,1.20774,0.70535,0.72788,0.76058,0.45423,1.53716,0.88678,1.2674,0.0075745,0.0075745,0.0075745
247,14898.5,1.42575,0.90267,1.20511,0.7066,0.7281,0.76068,0.45421,1.53716,0.88657,1.26715,0.0075646,0.0075646,0.0075646
248,14958.9,1.42358,0.90219,1.20624,0.70717,0.7278,0.76098,0.45392,1.53718,0.88646,1.26711,0.0075547,0.0075547,0.0075547
249,15019.6,1.43204,0.90716,1.20713,0.70572,0.72814,0.76095,0.45421,1.53733,0.88628,1.26707,0.0075448,0.0075448,0.0075448
250,15080,1.41751,0.90171,1.20277,0.70493,0.72684,0.76101,0.45432,1.53699,0.88623,1.26691,0.0075349,0.0075349,0.0075349
251,15140.6,1.43594,0.91037,1.21011,0.70414,0.72825,0.76102,0.45476,1.53708,0.88613,1.26685,0.007525,0.007525,0.007525
252,15201.5,1.42776,0.91064,1.20757,0.70803,0.72696,0.76194,0.455,1.53685,0.88604,1.26653,0.0075151,0.0075151,0.0075151
253,15262.3,1.42907,0.9085,1.20778,0.70949,0.72948,0.76198,0.45544,1.53725,0.88585,1.26681,0.0075052,0.0075052,0.0075052
254,15323.2,1.42466,0.90619,1.20738,0.71027,0.72759,0.76212,0.45525,1.53732,0.88584,1.26679,0.0074953,0.0074953,0.0074953
255,15383.7,1.41814,0.90787,1.20638,0.71036,0.72919,0.76232,0.45531,1.53743,0.88579,1.26687,0.0074854,0.0074854,0.0074854
256,15444.1,1.42708,0.90639,1.20598,0.70848,0.73025,0.76223,0.45546,1.53734,0.88572,1.26687,0.0074755,0.0074755,0.0074755
257,15504.9,1.42677,0.90834,1.20906,0.70766,0.73163,0.76223,0.45533,1.53763,0.88568,1.2669,0.0074656,0.0074656,0.0074656
258,15564.5,1.42225,0.90389,1.20371,0.7081,0.73216,0.76205,0.45467,1.53761,0.88579,1.26684,0.0074557,0.0074557,0.0074557
259,15624.4,1.42051,0.89991,1.20247,0.70735,0.72867,0.7618,0.45448,1.53781,0.88586,1.26706,0.0074458,0.0074458,0.0074458
260,15685.2,1.42689,0.90903,1.21094,0.70949,0.72559,0.76147,0.45473,1.53804,0.8859,1.26717,0.0074359,0.0074359,0.0074359
261,15745.1,1.42113,0.90255,1.2036,0.70785,0.72696,0.76133,0.45475,1.53791,0.88574,1.26712,0.007426,0.007426,0.007426
262,15805.7,1.41495,0.90145,1.20221,0.7082,0.7255,0.76086,0.45449,1.5379,0.88564,1.26697,0.0074161,0.0074161,0.0074161
263,15866.2,1.42066,0.90297,1.20152,0.7091,0.72472,0.76134,0.45433,1.53813,0.88582,1.2672,0.0074062,0.0074062,0.0074062
264,15926.6,1.42477,0.90611,1.20371,0.71182,0.72711,0.76198,0.45454,1.53795,0.88571,1.26709,0.0073963,0.0073963,0.0073963
265,15986.9,1.41574,0.90192,1.201,0.71387,0.72525,0.76215,0.45507,1.53792,0.88565,1.26712,0.0073864,0.0073864,0.0073864
266,16047.1,1.41565,0.8983,1.20008,0.71207,0.72559,0.7623,0.45517,1.53788,0.88593,1.26702,0.0073765,0.0073765,0.0073765
267,16107.8,1.42224,0.90142,1.2086,0.71147,0.7277,0.76226,0.45504,1.53805,0.88583,1.26712,0.0073666,0.0073666,0.0073666
268,16168.1,1.41382,0.90592,1.2034,0.7101,0.72961,0.76247,0.45504,1.53806,0.88587,1.267,0.0073567,0.0073567,0.0073567
269,16228.3,1.42659,0.90183,1.20456,0.7084,0.73088,0.76224,0.45464,1.53818,0.8858,1.26685,0.0073468,0.0073468,0.0073468
270,16288.9,1.41746,0.90027,1.20322,0.70881,0.7301,0.76229,0.4548,1.53848,0.88575,1.26684,0.0073369,0.0073369,0.0073369
271,16349.2,1.41514,0.90208,1.19981,0.70782,0.73012,0.76226,0.45479,1.53835,0.88565,1.26686,0.007327,0.007327,0.007327
272,16409.7,1.42225,0.90125,1.20196,0.70909,0.72947,0.76218,0.45421,1.53815,0.88551,1.26672,0.0073171,0.0073171,0.0073171
273,16469.9,1.42042,0.89937,1.20429,0.71075,0.72901,0.76233,0.45403,1.53831,0.88561,1.26679,0.0073072,0.0073072,0.0073072
274,16530.3,1.4091,0.89389,1.20124,0.70985,0.73005,0.76241,0.45306,1.53829,0.88555,1.26684,0.0072973,0.0072973,0.0072973
275,16590.9,1.41685,0.89834,1.19672,0.70841,0.73353,0.76266,0.45323,1.53867,0.8855,1.26688,0.0072874,0.0072874,0.0072874
276,16651.3,1.41502,0.89217,1.19661,0.70944,0.73491,0.76318,0.45353,1.53903,0.88556,1.26697,0.0072775,0.0072775,0.0072775
277,16711.7,1.42048,0.90003,1.19909,0.7079,0.73693,0.76282,0.45366,1.53905,0.88557,1.26696,0.0072676,0.0072676,0.0072676
278,16772.2,1.42677,0.90516,1.20365,0.70438,0.74135,0.76305,0.45419,1.53908,0.88555,1.26699,0.0072577,0.0072577,0.0072577
279,16832.6,1.41887,0.89923,1.20383,0.70725,0.74013,0.76356,0.45398,1.53924,0.8853,1.26719,0.0072478,0.0072478,0.0072478
280,16893.6,1.40973,0.89313,1.19854,0.70647,0.74141,0.76233,0.45375,1.53945,0.88521,1.26732,0.0072379,0.0072379,0.0072379
281,16953.5,1.42439,0.90198,1.20619,0.7059,0.74081,0.76238,0.45345,1.5397,0.88506,1.26739,0.007228,0.007228,0.007228
282,17013.9,1.41147,0.8962,1.19672,0.70279,0.74158,0.76206,0.45289,1.5398,0.88498,1.26745,0.0072181,0.0072181,0.0072181
283,17074.3,1.41938,0.89748,1.20354,0.69939,0.74372,0.76208,0.45378,1.53974,0.88498,1.26739,0.0072082,0.0072082,0.0072082
284,17134.4,1.42015,0.8973,1.20257,0.69737,0.74342,0.76215,0.45392,1.5398,0.88476,1.26749,0.0071983,0.0071983,0.0071983
285,17195,1.42159,0.90052,1.20038,0.69556,0.74407,0.76172,0.4534,1.53979,0.88493,1.26759,0.0071884,0.0071884,0.0071884
286,17255.5,1.41913,0.9026,1.20133,0.69532,0.74416,0.76217,0.45384,1.53997,0.88494,1.26767,0.0071785,0.0071785,0.0071785
287,17316.2,1.41475,0.895,1.19864,0.69688,0.74331,0.76217,0.45318,1.54007,0.88479,1.26768,0.0071686,0.0071686,0.0071686
288,17376.3,1.42424,0.899,1.19748,0.69823,0.7423,0.76233,0.45386,1.54013,0.8848,1.26756,0.0071587,0.0071587,0.0071587
289,17436.3,1.41746,0.89741,1.20023,0.69684,0.74271,0.76166,0.45253,1.54017,0.88494,1.26745,0.0071488,0.0071488,0.0071488
290,17496.9,1.41595,0.89899,1.19837,0.69732,0.74324,0.76191,0.45269,1.54024,0.88488,1.26753,0.0071389,0.0071389,0.0071389
291,17557.1,1.41467,0.89132,1.1978,0.6983,0.74205,0.76162,0.45222,1.54055,0.88479,1.26768,0.007129,0.007129,0.007129
292,17617.8,1.40925,0.89386,1.19496,0.69797,0.74264,0.76203,0.45217,1.5404,0.88489,1.2676,0.0071191,0.0071191,0.0071191
293,17678,1.41139,0.89632,1.19982,0.69925,0.74129,0.76122,0.45191,1.54078,0.88473,1.2676,0.0071092,0.0071092,0.0071092
294,17738.6,1.41208,0.8922,1.19446,0.70006,0.74149,0.76144,0.45217,1.5409,0.88459,1.26755,0.0070993,0.0070993,0.0070993
295,17799.6,1.41252,0.89413,1.19577,0.7015,0.73914,0.7609,0.45168,1.54095,0.88449,1.26753,0.0070894,0.0070894,0.0070894
296,17859.6,1.41109,0.89416,1.19561,0.70037,0.7408,0.76115,0.45155,1.54112,0.88447,1.26756,0.0070795,0.0070795,0.0070795
297,17920.1,1.41397,0.89434,1.19852,0.70036,0.74116,0.76107,0.45207,1.54123,0.88451,1.2675,0.0070696,0.0070696,0.0070696
298,17980.5,1.40938,0.89026,1.19893,0.70149,0.73905,0.7609,0.45238,1.54154,0.88444,1.26762,0.0070597,0.0070597,0.0070597
299,18041.6,1.40683,0.89697,1.19852,0.70327,0.73906,0.76112,0.45249,1.54172,0.88442,1.26756,0.0070498,0.0070498,0.0070498
300,18102.2,1.40609,0.89014,1.19647,0.70223,0.74025,0.7607,0.45263,1.54182,0.88413,1.26766,0.0070399,0.0070399,0.0070399
301,18162.8,1.40577,0.88301,1.19444,0.70171,0.73975,0.76073,0.4528,1.54194,0.88408,1.26762,0.00703,0.00703,0.00703
302,18223.6,1.40907,0.88822,1.19804,0.70006,0.74126,0.7604,0.45358,1.54185,0.88401,1.26743,0.0070201,0.0070201,0.0070201
303,18284,1.40015,0.88696,1.19621,0.70182,0.74132,0.76013,0.45291,1.542,0.88408,1.26748,0.0070102,0.0070102,0.0070102
304,18344.6,1.41338,0.89277,1.19655,0.70451,0.74033,0.7603,0.45316,1.54202,0.88393,1.26758,0.0070003,0.0070003,0.0070003
305,18404.9,1.40134,0.88794,1.19036,0.70386,0.7401,0.76011,0.45268,1.54247,0.88399,1.26767,0.0069904,0.0069904,0.0069904
306,18465.5,1.40912,0.88854,1.19346,0.70478,0.74018,0.76043,0.45272,1.54198,0.88389,1.26748,0.0069805,0.0069805,0.0069805
307,18526,1.40372,0.88249,1.19204,0.7069,0.73892,0.76068,0.45303,1.54202,0.88389,1.26739,0.0069706,0.0069706,0.0069706
308,18586.7,1.40592,0.88894,1.19217,0.70742,0.73982,0.75977,0.45273,1.54211,0.88359,1.26722,0.0069607,0.0069607,0.0069607
309,18647.2,1.40964,0.88857,1.19763,0.70397,0.74014,0.75982,0.45344,1.54231,0.88349,1.26728,0.0069508,0.0069508,0.0069508
310,18707.6,1.41332,0.89179,1.19492,0.7059,0.7394,0.75989,0.4528,1.54218,0.88342,1.26744,0.0069409,0.0069409,0.0069409
311,18768.6,1.40289,0.88421,1.19701,0.70529,0.7395,0.75972,0.45286,1.54264,0.88357,1.2676,0.006931,0.006931,0.006931
312,18829.1,1.40723,0.89092,1.19279,0.7042,0.73906,0.75914,0.45314,1.54256,0.88332,1.26755,0.0069211,0.0069211,0.0069211
313,18890,1.41208,0.88478,1.19041,0.71254,0.73471,0.75924,0.4535,1.54252,0.88351,1.26755,0.0069112,0.0069112,0.0069112
314,18950.3,1.41168,0.89206,1.19812,0.70555,0.73854,0.75905,0.45358,1.54263,0.88336,1.26751,0.0069013,0.0069013,0.0069013
315,19010.8,1.40504,0.892,1.19509,0.70486,0.73885,0.75913,0.45314,1.54279,0.88328,1.26761,0.0068914,0.0068914,0.0068914
316,19071.3,1.41075,0.88765,1.19302,0.70914,0.73659,0.75874,0.45249,1.543,0.88324,1.26737,0.0068815,0.0068815,0.0068815
317,19131.8,1.41338,0.88774,1.1948,0.7073,0.73714,0.75851,0.45246,1.54315,0.88341,1.26751,0.0068716,0.0068716,0.0068716
318,19192.4,1.40142,0.88395,1.19446,0.70766,0.73897,0.75907,0.45211,1.54312,0.88363,1.26748,0.0068617,0.0068617,0.0068617
319,19252.2,1.40063,0.88455,1.18819,0.70476,0.73945,0.75803,0.45229,1.54319,0.88374,1.26739,0.0068518,0.0068518,0.0068518
320,19313.1,1.39792,0.87679,1.18959,0.70541,0.74017,0.75778,0.45222,1.54324,0.88385,1.26736,0.0068419,0.0068419,0.0068419
321,19373.9,1.40505,0.88635,1.19299,0.70136,0.74358,0.75815,0.45211,1.54336,0.88404,1.26746,0.006832,0.006832,0.006832
322,19434.7,1.39693,0.88201,1.19201,0.69913,0.74578,0.75809,0.45172,1.54329,0.88386,1.26724,0.0068221,0.0068221,0.0068221
323,19495.7,1.39638,0.88159,1.19076,0.69829,0.7446,0.75817,0.45188,1.54325,0.88398,1.26727,0.0068122,0.0068122,0.0068122
324,19556.3,1.40256,0.87737,1.19437,0.70174,0.74543,0.75853,0.45187,1.54338,0.88418,1.26733,0.0068023,0.0068023,0.0068023
325,19616.2,1.40252,0.88078,1.19471,0.70259,0.74369,0.75898,0.45126,1.5435,0.88411,1.26718,0.0067924,0.0067924,0.0067924
326,19675.8,1.40025,0.88045,1.19034,0.70154,0.74463,0.75902,0.45192,1.54367,0.88409,1.26728,0.0067825,0.0067825,0.0067825
327,19735.9,1.39532,0.8816,1.19293,0.70133,0.74328,0.75876,0.45197,1.54378,0.88387,1.26723,0.0067726,0.0067726,0.0067726
328,19795.8,1.39527,0.8818,1.19215,0.70182,0.74295,0.75854,0.45198,1.5438,0.88411,1.26739,0.0067627,0.0067627,0.0067627
329,19855.7,1.40794,0.88552,1.19103,0.70628,0.73912,0.7588,0.45197,1.54417,0.88408,1.26762,0.0067528,0.0067528,0.0067528
330,19915.5,1.4027,0.88651,1.18832,0.70715,0.73924,0.75878,0.45165,1.54432,0.88417,1.26774,0.0067429,0.0067429,0.0067429
331,19975.8,1.39771,0.8833,1.18759,0.70752,0.73916,0.75916,0.45186,1.54438,0.88426,1.26761,0.006733,0.006733,0.006733
332,20035.4,1.39659,0.87714,1.18666,0.70753,0.73927,0.75941,0.45188,1.54463,0.88436,1.26766,0.0067231,0.0067231,0.0067231
333,20095.4,1.40169,0.88207,1.19219,0.70912,0.73841,0.75888,0.45144,1.54462,0.88448,1.26783,0.0067132,0.0067132,0.0067132
334,20155.4,1.40128,0.88318,1.19027,0.70847,0.73835,0.75973,0.45192,1.54463,0.88469,1.26771,0.0067033,0.0067033,0.0067033
335,20215.6,1.40126,0.88478,1.19008,0.70829,0.73801,0.75864,0.4517,1.54486,0.88483,1.26777,0.0066934,0.0066934,0.0066934
336,20275.3,1.39722,0.88181,1.18999,0.70872,0.73904,0.75985,0.45225,1.54456,0.88455,1.26759,0.0066835,0.0066835,0.0066835
337,20335.1,1.3964,0.8809,1.18961,0.70813,0.73875,0.75973,0.45228,1.54472,0.88471,1.26764,0.0066736,0.0066736,0.0066736
338,20395.4,1.39185,0.87364,1.18644,0.70675,0.74014,0.75943,0.45242,1.54492,0.88466,1.26786,0.0066637,0.0066637,0.0066637
339,20455,1.40416,0.87852,1.19013,0.70582,0.74032,0.75949,0.45271,1.54504,0.88475,1.26782,0.0066538,0.0066538,0.0066538
340,20515.3,1.39419,0.87869,1.18719,0.70582,0.73984,0.75961,0.45292,1.54539,0.8847,1.268,0.0066439,0.0066439,0.0066439
341,20574.6,1.39147,0.87421,1.18472,0.70739,0.74056,0.76,0.45301,1.54542,0.88434,1.26801,0.006634,0.006634,0.006634
342,20634.9,1.38957,0.87787,1.18541,0.70709,0.74047,0.75934,0.45254,1.54577,0.8844,1.26821,0.0066241,0.0066241,0.0066241
343,20694.9,1.38972,0.86807,1.18413,0.70514,0.74314,0.76032,0.45321,1.54584,0.88458,1.26824,0.0066142,0.0066142,0.0066142
344,20754.6,1.39541,0.87843,1.18799,0.70443,0.74514,0.76045,0.45307,1.54595,0.88457,1.26833,0.0066043,0.0066043,0.0066043
345,20814.3,1.38849,0.87514,1.18845,0.70505,0.74274,0.76052,0.45362,1.54599,0.88457,1.26836,0.0065944,0.0065944,0.0065944
346,20874.2,1.39679,0.88045,1.18776,0.70588,0.74303,0.76165,0.45355,1.54603,0.88448,1.26838,0.0065845,0.0065845,0.0065845
347,20934.3,1.40169,0.87951,1.18982,0.70656,0.74174,0.76129,0.45337,1.54601,0.88478,1.26844,0.0065746,0.0065746,0.0065746
348,20994.1,1.39429,0.87271,1.18814,0.70807,0.74064,0.7616,0.45361,1.54634,0.88469,1.26858,0.0065647,0.0065647,0.0065647
349,21054.4,1.39697,0.87692,1.18871,0.70847,0.74123,0.76096,0.45318,1.54646,0.88491,1.26878,0.0065548,0.0065548,0.0065548
350,21113.8,1.39312,0.87324,1.18731,0.71221,0.73964,0.76129,0.45321,1.54665,0.88495,1.26874,0.0065449,0.0065449,0.0065449
351,21174.1,1.38896,0.871,1.18723,0.71457,0.73605,0.76116,0.45311,1.54716,0.8849,1.26907,0.006535,0.006535,0.006535
352,21233.7,1.3936,0.88058,1.1859,0.71287,0.7371,0.76155,0.45345,1.54697,0.88504,1.26903,0.0065251,0.0065251,0.0065251
353,21293.3,1.38654,0.87473,1.18354,0.71606,0.73388,0.76077,0.45273,1.54713,0.88521,1.26893,0.0065152,0.0065152,0.0065152
354,21353,1.38997,0.87644,1.18515,0.71916,0.73317,0.76063,0.4527,1.54715,0.88517,1.26901,0.0065053,0.0065053,0.0065053
355,21413.1,1.39523,0.87814,1.18791,0.71668,0.73247,0.76036,0.45242,1.54722,0.88513,1.2689,0.0064954,0.0064954,0.0064954
356,21472.7,1.38758,0.87365,1.18396,0.7116,0.73421,0.76029,0.45224,1.54732,0.8852,1.26899,0.0064855,0.0064855,0.0064855
